Style,Category,Artist,Title,Year,Image URL,Painting Info URL,Artist Info URL,Is painting,Face or body,Mean rating,Agreeableness,Anger,Anticipation,Arrogance,Disagreeableness,Disgust,Fear,Gratitude,Happiness,Humility,Love,Optimism,Pessimism,Regret,Sadness,Shame,Shyness,Surprise,Trust,Neutral
Post Renaissance Art,Neoclassicism,Vieira Portuense,Dona Filipa de Vilhena knighting her sons,1801,https://use2-uploads6.wikiart.org/images/vieira-portuense/dona-filipa-de-vilhena-knighting-her-sons-1891.jpg,https://www.wikiart.org/en/vieira-portuense/dona-filipa-de-vilhena-knighting-her-sons-1891,https://www.wikiart.org/en/vieira-portuense,yes,face,1.6,0,0,0.1,0,0,0,0,0,0.8,0.1,0.5,0.6,0,0,0,0,0,0.1,0.2,0
Post Renaissance Art,Romanticism,Thomas Girtin,"Kirkstall Abbey, Yorkshire",1801,https://use2-uploads5.wikiart.org/images/thomas-girtin/kirkstall-abbey-yorkshire-1801.jpg,https://www.wikiart.org/en/thomas-girtin/kirkstall-abbey-yorkshire-1801,https://www.wikiart.org/en/thomas-girtin,yes,body,1.9,0,0,0.1,0,0.1,0,0,0.1,0.6,0.2,0,0.2,0.1,0,0.1,0,0.1,0,0.2,0
Post Renaissance Art,Neoclassicism,Fyodor Alekseyev,North side of Red Square,1802,https://use2-uploads7.wikiart.org/images/fyodor-alekseyev/north-side-of-red-square-1802.jpg,https://www.wikiart.org/en/fyodor-alekseyev/north-side-of-red-square-1802,https://www.wikiart.org/en/fyodor-alekseyev,yes,face,1.82,0,0,0.182,0,0,0,0,0.091,0.545,0.091,0.273,0.273,0,0,0,0,0,0,0.364,0
Post Renaissance Art,Neoclassicism,Fyodor Alekseyev,Illumination at Soboronaya Square on the occasion of the coronation of Alexander I,1802,https://use2-uploads2.wikiart.org/images/fyodor-alekseyev/illumination-at-soboronaya-square-on-the-occasion-of-the-coronation-of-alexander-i-1802.jpg,https://www.wikiart.org/en/fyodor-alekseyev/illumination-at-soboronaya-square-on-the-occasion-of-the-coronation-of-alexander-i-1802,https://www.wikiart.org/en/fyodor-alekseyev,yes,none,1.27,0,0.091,0.273,0.091,0.091,0,0.182,0.182,0.182,0.182,0.091,0.091,0,0.182,0.091,0.091,0,0,0.455,0
Post Renaissance Art,Romanticism,Thomas Girtin,"The Ruins of the Emperor Julian&#39;s Baths, H&#244;tel de Cluny, Paris",1802,https://use2-uploads4.wikiart.org/images/thomas-girtin/the-ruins-of-the-emperor-julian-s-baths-h-tel-de-cluny-paris-1802.jpg,https://www.wikiart.org/en/thomas-girtin/the-ruins-of-the-emperor-julian-s-baths-h-tel-de-cluny-paris-1802,https://www.wikiart.org/en/thomas-girtin,yes,body,1.32,0.053,0.053,0.132,0.013,0.026,0.039,0.158,0,0.092,0.171,0,0.066,0.092,0.039,0.434,0.079,0.053,0.066,0.25,0
Post Renaissance Art,Romanticism,Thomas Lawrence,John Jeffreys Pratt,1802,https://use2-uploads1.wikiart.org/images/thomas-lawrence/john-jeffreys-pratt-1802.jpg,https://www.wikiart.org/en/thomas-lawrence/john-jeffreys-pratt-1802,https://www.wikiart.org/en/thomas-lawrence,yes,face,1.64,0.091,0,0,0.273,0,0.091,0,0.091,0,0.182,0,0.273,0.091,0,0,0,0,0.091,0.636,0
Post Renaissance Art,Romanticism,Thomas Girtin,La Rue St Denis,1802,https://use2-uploads4.wikiart.org/images/thomas-girtin/la-rue-st-denis-1802.jpg,https://www.wikiart.org/en/thomas-girtin/la-rue-st-denis-1802,https://www.wikiart.org/en/thomas-girtin,yes,body,1.5,0,0,0.2,0,0,0,0,0,0.3,0.5,0,0.2,0.1,0,0.2,0,0,0,0.1,0
Post Renaissance Art,Neoclassicism,Domingos Sequeira,"Retrato de D. Carlota Joaquina, Rainha de Portugal",1802,https://use2-uploads5.wikiart.org/images/domingos-sequeira/retrato-de-d-carlota-joaquina-rainha-de-portugal-1802.jpg,https://www.wikiart.org/en/domingos-sequeira/retrato-de-d-carlota-joaquina-rainha-de-portugal-1802,https://www.wikiart.org/en/domingos-sequeira,yes,face,1.6,0,0,0.1,0.1,0,0.1,0,0,0.5,0,0.1,0.4,0,0,0.1,0,0,0.1,0.7,0
Post Renaissance Art,Neoclassicism,Antoine-Jean Gros,First Consul Bonaparte,1802,https://use2-uploads3.wikiart.org/00118/images/antoine-jean-gros/first-consul-bonaparte-1802.png,https://www.wikiart.org/en/antoine-jean-gros/first-consul-bonaparte-1802,https://www.wikiart.org/en/antoine-jean-gros,yes,face,1.5,0.071,0.071,0.143,0.286,0.071,0.143,0.071,0.214,0.143,0.071,0.071,0.214,0.143,0.071,0.071,0.071,0.071,0.143,0.786,0
Post Renaissance Art,"Neoclassicism,Romanticism",Domingos Sequeira,Retrato equestre de Jo&#227;o V de Portugal,1803,https://use2-uploads4.wikiart.org/images/domingos-sequeira/retrato-equestre-de-jo-o-v-de-portugal-1803.jpg,https://www.wikiart.org/en/domingos-sequeira/retrato-equestre-de-jo-o-v-de-portugal-1803,https://www.wikiart.org/en/domingos-sequeira,yes,face,1.3,0,0.1,0,0.3,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.9,0
Post Renaissance Art,Romanticism,Pierre-Paul Prud&#39;hon,Portrait of Constance Mayer,1804,https://use2-uploads5.wikiart.org/images/pierre-paul-prud-hon/portrait-of-constance-mayer-1804.jpg,https://www.wikiart.org/en/pierre-paul-prud-hon/portrait-of-constance-mayer-1804,https://www.wikiart.org/en/pierre-paul-prud-hon,yes,face,2.45,0,0,0.091,0,0,0,0,0.091,0.636,0.091,0.273,0.273,0,0,0,0,0,0.091,0.545,0
Post Renaissance Art,Neoclassicism,Joseph Anton Koch,the Death of Oscar (from the Poems of Ossian),1804,https://use2-uploads6.wikiart.org/00144/images/joseph-anton-koch/1804-koch-der-tod-des-oskar-anagoria.JPG,https://www.wikiart.org/en/joseph-anton-koch/the-death-of-oscar-from-the-poems-of-ossian-1804,https://www.wikiart.org/en/joseph-anton-koch,yes,face,1.1,0,0.4,0,0.1,0.1,0.3,0.3,0,0,0.2,0,0,0.4,0.2,0.8,0.5,0,0.1,0.2,0
Post Renaissance Art,Romanticism,David Wilkie,Pitlessie Fair,1804,https://use2-uploads2.wikiart.org/images/david-wilkie/pitlessie-fair-1804.jpg,https://www.wikiart.org/en/david-wilkie/pitlessie-fair-1804,https://www.wikiart.org/en/david-wilkie,yes,face,1.57,0.103,0,0.191,0.044,0.074,0.015,0.103,0.088,0.426,0.294,0.059,0.235,0.015,0.029,0.029,0.029,0,0.074,0.162,0
Post Renaissance Art,Romanticism,Pierre-Paul Prud&#39;hon,Portrait of the Empress Josephine,1805,https://use2-uploads2.wikiart.org/images/pierre-paul-prud-hon/portrait-of-the-empress-josephine-1805.jpg,https://www.wikiart.org/en/pierre-paul-prud-hon/portrait-of-the-empress-josephine-1805,https://www.wikiart.org/en/pierre-paul-prud-hon,yes,face,1.54,0.081,0,0.014,0.081,0.014,0,0.041,0.068,0.486,0.189,0.149,0.216,0,0.027,0.041,0,0.108,0.014,0.486,0
Post Renaissance Art,Neoclassicism,John Simpson ,"Elizabeth Sykes, Mrs Wilbraham Egerton",1805,https://use2-uploads7.wikiart.org/images/john-simpson/elizabeth-sykes-mrs-wilbraham-egerton-1805.jpg,https://www.wikiart.org/en/john-simpson/elizabeth-sykes-mrs-wilbraham-egerton-1805,https://www.wikiart.org/en/john-simpson,yes,face,1.27,0.119,0.024,0.083,0.083,0.012,0.012,0.024,0.095,0.238,0.214,0.095,0.262,0.024,0.012,0.107,0.012,0.048,0.048,0.56,0
Post Renaissance Art,Neoclassicism,Fyodor Alekseyev,"Church of St. John the Baptist, Borovitskaya tower and Stablings prikaz (department) in the Kremlin",1805,https://use2-uploads1.wikiart.org/images/fyodor-alekseyev/church-of-st-john-the-baptist-borovitskaya-tower-and-stablings-prikaz-department-in-the-kremlin.jpg,https://www.wikiart.org/en/fyodor-alekseyev/church-of-st-john-the-baptist-borovitskaya-tower-and-stablings-prikaz-department-in-the-kremlin,https://www.wikiart.org/en/fyodor-alekseyev,yes,body,1.64,0.091,0.091,0,0.091,0.091,0,0,0.273,0.636,0.273,0.182,0.091,0.091,0,0,0,0,0,0.636,0
Post Renaissance Art,Neoclassicism,Marie-Guillemine Benoist,"Portrait of Elisa Bonaparte, Grand Duchess of Tuscany",1805,https://use2-uploads7.wikiart.org/images/marie-guillemine-benoist/portrait-of-elisa-bonaparte-grand-duchess-of-tuscany-1805.jpg,https://www.wikiart.org/en/marie-guillemine-benoist/portrait-of-elisa-bonaparte-grand-duchess-of-tuscany-1805,https://www.wikiart.org/en/marie-guillemine-benoist,yes,face,1.61,0.036,0.024,0.06,0.393,0.024,0.06,0.024,0.071,0.286,0.083,0.071,0.143,0.036,0.024,0.036,0,0.012,0.048,0.679,0
Post Renaissance Art,Romanticism,J.M.W. Turner,The Shipwreck,1805,https://use2-uploads7.wikiart.org/images/william-turner/the-shipwreck.jpg,https://www.wikiart.org/en/william-turner/the-shipwreck,https://www.wikiart.org/en/william-turner,yes,face,1.2,0,0,0,0,0.1,0.1,0.9,0,0,0,0,0,0.3,0.1,0.4,0.1,0,0,0.1,0
Post Renaissance Art,Romanticism,Charles Turner,"Harriot Beauclerk (n&#233;e Mellon), Duchess of St Albans",1806,https://use2-uploads3.wikiart.org/images/charles-turner/harriot-beauclerk-n-e-mellon-duchess-of-st-albans-1806.jpg,https://www.wikiart.org/en/charles-turner/harriot-beauclerk-n-e-mellon-duchess-of-st-albans-1806,https://www.wikiart.org/en/charles-turner,yes,face,2.45,0,0,0.091,0.091,0.091,0,0,0,0.455,0.364,0.091,0.182,0,0,0,0,0,0.091,0.545,0
Post Renaissance Art,Neoclassicism,Antonio Canova,Napoleon as Mars the Peacemaker,1806,https://use2-uploads3.wikiart.org/images/antonio-canova/napoleon-as-mars-the-peacemaker-1806.jpg,https://www.wikiart.org/en/antonio-canova/napoleon-as-mars-the-peacemaker-1806,https://www.wikiart.org/en/antonio-canova,no,face,1.08,0.017,0.05,0.083,0.367,0.05,0.05,0.017,0.067,0.05,0.067,0.017,0.15,0.017,0,0.017,0.017,0.017,0.083,0.633,0
Post Renaissance Art,Neoclassicism,Antonio Canova,Perseus with the Head of Medusa,1806,https://use2-uploads3.wikiart.org/images/antonio-canova/perseus-with-the-head-of-medusa-1806.jpg,https://www.wikiart.org/en/antonio-canova/perseus-with-the-head-of-medusa-1806,https://www.wikiart.org/en/antonio-canova,no,face,1.1,0,0.3,0.1,0.2,0,0.5,0.3,0,0.2,0,0,0.3,0,0,0,0.1,0,0,0.2,0
Post Renaissance Art,Romanticism,Charles Turner,Horatio Nelson,1806,https://use2-uploads4.wikiart.org/images/charles-turner/horatio-nelson-1806.jpg,https://www.wikiart.org/en/charles-turner/horatio-nelson-1806,https://www.wikiart.org/en/charles-turner,yes,face,1.7,0.1,0,0.1,0.2,0.1,0,0.1,0,0.2,0,0,0.2,0,0,0,0,0,0.1,1,0
Post Renaissance Art,Neoclassicism,Jacques-Louis David,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804",1807,https://use2-uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,https://www.wikiart.org/en/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807,https://www.wikiart.org/en/jacques-louis-david,yes,face,1.2,0,0,0.2,0.2,0,0,0,0.1,0.3,0,0,0.1,0,0,0,0,0,0.1,0.8,0
Post Renaissance Art,Romanticism,Henry Fuseli,The Debutante,1807,https://use2-uploads4.wikiart.org/images/henry-fuseli/the-debutante-1807(1).jpg,https://www.wikiart.org/en/henry-fuseli/the-debutante-1807,https://www.wikiart.org/en/henry-fuseli,yes,face,0.6,0.1,0,0.2,0.4,0,0.1,0.1,0,0.2,0.1,0,0.2,0.1,0,0,0.1,0,0.2,0.2,0
Post Renaissance Art,Romanticism,James Ward ,The Eildon Hills and the Tweed,1807,https://use2-uploads7.wikiart.org/images/james-ward/the-eildon-hills-and-the-tweed-1807.jpg,https://www.wikiart.org/en/james-ward/the-eildon-hills-and-the-tweed-1807,https://www.wikiart.org/en/james-ward,yes,face,2.1,0,0,0.3,0,0,0,0,0.1,0.7,0.3,0.2,0.5,0,0,0,0,0,0.1,0.1,0
Post Renaissance Art,Neoclassicism,Antonio Canova,Paolina Borghese as Venus Victrix,1808,https://use2-uploads5.wikiart.org/images/antonio-canova/paolina-borghese-as-venus-victrix-1808.jpg,https://www.wikiart.org/en/antonio-canova/paolina-borghese-as-venus-victrix-1808,https://www.wikiart.org/en/antonio-canova,no,face,2.1,0,0,0.1,0.1,0,0,0,0,0.6,0.1,0.3,0.2,0,0,0,0,0,0.1,0.6,0
Post Renaissance Art,Romanticism,Anne-Louis Girodet,Chateaubriand Meditating on the Ruins of Rome,1808,https://use2-uploads6.wikiart.org/images/anne-louis-girodet/chateaubriand-meditating-on-the-ruins-of-rome-1808(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/chateaubriand-meditating-on-the-ruins-of-rome-1808,https://www.wikiart.org/en/anne-louis-girodet,yes,face,1.27,0.059,0.039,0.137,0.157,0,0.02,0.039,0.059,0.314,0.157,0.02,0.098,0.098,0.039,0.216,0.039,0.059,0.039,0.431,0
Post Renaissance Art,Romanticism,John Hoppner,Captain Peter Parker,1808,https://use2-uploads8.wikiart.org/images/john-hoppner/captain-peter-parker-1808.jpg,https://www.wikiart.org/en/john-hoppner/captain-peter-parker-1808,https://www.wikiart.org/en/john-hoppner,yes,face,2,0,0,0,0.2,0,0,0,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.7,0
Post Renaissance Art,Romanticism,Pierre-Paul Prud&#39;hon,Justice and Divine Vengeance pursuing Crime,1808,https://use2-uploads3.wikiart.org/images/pierre-paul-prud-hon/justice-and-divine-vengeance-pursuing-crime-1808.jpg,https://www.wikiart.org/en/pierre-paul-prud-hon/justice-and-divine-vengeance-pursuing-crime-1808,https://www.wikiart.org/en/pierre-paul-prud-hon,yes,face,1.8,0,0.6,0.1,0.1,0.1,0.2,0.7,0,0,0,0,0,0.2,0,0.3,0,0,0,0,0
Post Renaissance Art,Neoclassicism,Louise Elisabeth Vigee Le Brun,Portrait of Madame de Stael as Corinne,1808,https://use2-uploads8.wikiart.org/images/louise-elisabeth-vigee-le-brun/portrait-of-madame-de-stael-as-corinne-1808.jpg,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/portrait-of-madame-de-stael-as-corinne-1808,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun,yes,face,1,0,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0.2,0.1,0,0,0,0.1,0,0.4,0
Post Renaissance Art,Neoclassicism,Marie-Guillemine Benoist,Portrait of Pauline Bonaparte,1808,https://use2-uploads2.wikiart.org/images/marie-guillemine-benoist/portrait-of-pauline-bonaparte-1808.jpg,https://www.wikiart.org/en/marie-guillemine-benoist/portrait-of-pauline-bonaparte-1808,https://www.wikiart.org/en/marie-guillemine-benoist,yes,face,2,0,0,0.1,0.2,0,0,0,0,0.4,0.1,0,0.2,0,0,0.1,0,0,0,0.7,0
Post Renaissance Art,Romanticism,John Varley,Suburbs of an Ancient City,1808,https://use2-uploads4.wikiart.org/images/john-varley/suburbs-of-an-ancient-city-1808.jpg,https://www.wikiart.org/en/john-varley/suburbs-of-an-ancient-city-1808,https://www.wikiart.org/en/john-varley,yes,face,1.8,0.1,0,0.4,0.1,0.2,0,0.1,0.1,0.7,0.3,0.1,0.2,0,0,0,0,0.1,0.1,0.2,0
Post Renaissance Art,Romanticism,Anne-Louis Girodet,Hortense de Beauharnais,1809,https://use2-uploads2.wikiart.org/images/anne-louis-girodet/hortense-de-beauharnais-1809(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/hortense-de-beauharnais-1809,https://www.wikiart.org/en/anne-louis-girodet,yes,face,2,0,0,0,0,0,0,0,0.273,0.545,0.182,0,0.364,0,0,0.091,0,0,0,0.364,0
Post Renaissance Art,Romanticism,Orest Kiprensky,Portrait of A. Davydov,1809,https://use2-uploads3.wikiart.org/images/orest-kiprensky/portrait-of-a-davydov-1809.jpg,https://www.wikiart.org/en/orest-kiprensky/portrait-of-a-davydov-1809,https://www.wikiart.org/en/orest-kiprensky,yes,face,0.67,0.083,0,0.167,0,0,0,0.083,0,0.25,0.167,0,0,0.083,0,0.083,0,0.083,0,0.5,0
Post Renaissance Art,Romanticism,Alexander Orlowski,Shipwreck,1809,https://use2-uploads7.wikiart.org/images/alexander-orlowski/shipwreck.jpg,https://www.wikiart.org/en/alexander-orlowski/shipwreck,https://www.wikiart.org/en/alexander-orlowski,yes,body,0.73,0,0,0.091,0,0,0.182,0.455,0,0,0,0,0,0.182,0.091,0.636,0,0,0.091,0.182,0
Post Renaissance Art,Romanticism,Thomas Lawrence,"Henrietta Maria Hill, Marchioness of Ailesbury",1809,https://use2-uploads0.wikiart.org/images/thomas-lawrence/henrietta-maria-hill-marchioness-of-ailesbury-1809.jpg,https://www.wikiart.org/en/thomas-lawrence/henrietta-maria-hill-marchioness-of-ailesbury-1809,https://www.wikiart.org/en/thomas-lawrence,yes,face,1.82,0,0,0.091,0.091,0,0,0,0.182,0.091,0.182,0,0.091,0,0,0.091,0,0,0.091,0.727,0
Post Renaissance Art,Romanticism,Orest Kiprensky,Portrait of Colonel Evgraf V. Davydov,1809,https://use2-uploads0.wikiart.org/images/orest-kiprensky/portrait-of-colonel-evgraf-v-davydov-1809.jpg,https://www.wikiart.org/en/orest-kiprensky/portrait-of-colonel-evgraf-v-davydov-1809,https://www.wikiart.org/en/orest-kiprensky,yes,face,1.08,0,0,0.25,0.333,0.083,0.083,0,0.083,0,0.083,0,0.083,0,0,0,0,0,0.083,0.583,0
Post Renaissance Art,Romanticism,Charles Turner,Catherine Whitmore (n&#233;e Thomason),1810,https://use2-uploads3.wikiart.org/images/charles-turner/catherine-whitmore-n-e-thomason-1810.jpg,https://www.wikiart.org/en/charles-turner/catherine-whitmore-n-e-thomason-1810,https://www.wikiart.org/en/charles-turner,yes,face,1.67,0,0,0,0.083,0,0,0,0.083,0.333,0.333,0,0.083,0,0,0,0,0,0,0.833,0
Post Renaissance Art,Romanticism,Charles Turner,"Henry Rich, 1st Earl of Holland",1810,https://use2-uploads2.wikiart.org/images/charles-turner/henry-rich-1st-earl-of-holland-1810.jpg,https://www.wikiart.org/en/charles-turner/henry-rich-1st-earl-of-holland-1810,https://www.wikiart.org/en/charles-turner,yes,face,1.4,0.1,0,0.1,0.2,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.8,0
Post Renaissance Art,Romanticism,Charles Turner,Elizabeth Cromwell (n&#233;e Steward),1810,https://use2-uploads4.wikiart.org/images/charles-turner/elizabeth-cromwell-n-e-steward-1810-1.jpg,https://www.wikiart.org/en/charles-turner/elizabeth-cromwell-n-e-steward-1810-1,https://www.wikiart.org/en/charles-turner,yes,face,0.33,0.083,0,0.083,0.167,0,0.083,0.083,0.083,0.083,0.167,0.083,0.083,0.083,0.083,0,0,0.167,0,0.333,0
Post Renaissance Art,Neoclassicism,Pierre-Narcisse Guerin,Aurora  and Cephalus,1810,https://use2-uploads3.wikiart.org/images/pierre-narcisse-guerin/aurora-and-cephalus.jpg,https://www.wikiart.org/en/pierre-narcisse-guerin/aurora-and-cephalus,https://www.wikiart.org/en/pierre-narcisse-guerin,yes,face,1.54,0.154,0.077,0.231,0.077,0,0,0.077,0.231,0.538,0.154,0.385,0.231,0,0,0.077,0,0,0,0.538,0
Post Renaissance Art,Romanticism,Caspar David Friedrich,Landscape with rainbow,1810,https://use2-uploads6.wikiart.org/images/caspar-david-friedrich/landscape-with-rainbow.jpg,https://www.wikiart.org/en/caspar-david-friedrich/landscape-with-rainbow,https://www.wikiart.org/en/caspar-david-friedrich,yes,face,2.1,0,0,0.1,0,0,0,0,0,0.9,0.1,0,0.5,0,0,0,0,0,0.1,0.2,0
Post Renaissance Art,Romanticism,Anne-Louis Girodet,Revolt in Cairo (on) 21 October 1798,1810,https://use2-uploads4.wikiart.org/images/anne-louis-girodet/revolt-in-cairo-on-21-october-1798-1810(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/revolt-in-cairo-on-21-october-1798-1810,https://www.wikiart.org/en/anne-louis-girodet,yes,face,0.94,0.02,0.551,0.082,0.122,0.265,0.224,0.531,0.041,0.02,0.02,0.02,0,0.061,0.061,0.143,0.122,0.02,0.041,0.122,0
Post Renaissance Art,Romanticism,Charles Turner,Cyril Jackson,1811,https://use2-uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,https://www.wikiart.org/en/charles-turner/cyril-jackson-1811,https://www.wikiart.org/en/charles-turner,yes,face,0.82,0.091,0,0.091,0.455,0.091,0,0.091,0.091,0.455,0,0,0.091,0,0.091,0.091,0,0,0.091,0.364,0
Post Renaissance Art,Neoclassicism,Jean Auguste Dominique Ingres,Jupiter and Thetis,1811,https://use2-uploads5.wikiart.org/images/jean-auguste-dominique-ingres/jupiter-and-thetis-1811.jpg,https://www.wikiart.org/en/jean-auguste-dominique-ingres/jupiter-and-thetis-1811,https://www.wikiart.org/en/jean-auguste-dominique-ingres,yes,face,2,0.091,0,0.273,0.636,0,0.091,0,0,0.182,0.182,0.545,0.091,0,0.091,0,0,0,0.091,0.636,0
Post Renaissance Art,Romanticism,Pierre-Paul Prud&#39;hon,The King of Rome,1811,https://use2-uploads3.wikiart.org/images/pierre-paul-prud-hon/the-king-of-rome-1811.jpg,https://www.wikiart.org/en/pierre-paul-prud-hon/the-king-of-rome-1811,https://www.wikiart.org/en/pierre-paul-prud-hon,yes,face,2,0.071,0,0.071,0,0.071,0.071,0,0.071,0.714,0.214,0.286,0.429,0.071,0,0,0,0.071,0.071,0.214,0
Post Renaissance Art,Neoclassicism,Pierre-Narcisse Guerin,Morpheus and Iris,1811,https://use2-uploads1.wikiart.org/images/pierre-narcisse-guerin/morpheus-and-iris.jpg,https://www.wikiart.org/en/pierre-narcisse-guerin/morpheus-and-iris,https://www.wikiart.org/en/pierre-narcisse-guerin,yes,face,1.97,0.091,0.03,0.152,0.121,0.045,0.045,0.045,0.091,0.667,0.182,0.561,0.212,0.03,0.03,0.045,0.03,0.045,0.136,0.364,0
Post Renaissance Art,Romanticism,John Constable,Flatford Mill from a Lock on the Stour,1811,https://use2-uploads1.wikiart.org/images/john-constable/flatford-mill-from-a-lock-on-the-stour-1811.jpg,https://www.wikiart.org/en/john-constable/flatford-mill-from-a-lock-on-the-stour-1811,https://www.wikiart.org/en/john-constable,yes,none,2.27,0,0,0.273,0,0,0,0,0.091,0.636,0.273,0,0.182,0.091,0,0.091,0,0,0.182,0.182,0
Post Renaissance Art,Romanticism,David Wilkie,"Sir Robert Liston,  Diplomat",1811,https://use2-uploads5.wikiart.org/images/david-wilkie/sir-robert-liston-diplomat-1811.jpg,https://www.wikiart.org/en/david-wilkie/sir-robert-liston-diplomat-1811,https://www.wikiart.org/en/david-wilkie,yes,face,0.6,0,0.2,0.2,0.2,0,0,0,0.1,0.2,0,0,0.1,0,0,0,0,0,0.1,0.7,0
Post Renaissance Art,Romanticism,Alexander Orlowski,Cossack Fighting off a Tiger,1811,https://use2-uploads4.wikiart.org/images/alexander-orlowski/cossack-fighting-off-a-tiger-1811.jpg,https://www.wikiart.org/en/alexander-orlowski/cossack-fighting-off-a-tiger-1811,https://www.wikiart.org/en/alexander-orlowski,yes,face,2,0,0.727,0.091,0.091,0,0.182,0.455,0,0,0.091,0,0.091,0.091,0.091,0,0.091,0,0,0.273,0
Post Renaissance Art,Romanticism,James Ward ,"Portraits of Blackthorn, a Broodmare, with Old Jack, a Favourite Pony, the Property of E. Mundy, Esq.",1812,https://use2-uploads8.wikiart.org/images/james-ward/portraits-of-blackthorn-a-broodmare-with-old-jack-a-favourite-pony-the-property-of-e-mundy-esq-1812.jpg,https://www.wikiart.org/en/james-ward/portraits-of-blackthorn-a-broodmare-with-old-jack-a-favourite-pony-the-property-of-e-mundy-esq-1812,https://www.wikiart.org/en/james-ward,yes,face,0.92,0,0,0.154,0,0,0,0.154,0,0.308,0.077,0.154,0,0,0,0.385,0.077,0,0,0.231,0
Post Renaissance Art,Romanticism,Pavel Svinyin,A Philadelphia Anabaptist Immersion during a Storm,1812,https://use2-uploads7.wikiart.org/images/pavel-svinyin/a-philadelphia-anabaptist-immersion-during-a-storm.jpg,https://www.wikiart.org/en/pavel-svinyin/a-philadelphia-anabaptist-immersion-during-a-storm,https://www.wikiart.org/en/pavel-svinyin,yes,face,1.15,0.077,0,0.077,0,0,0,0.154,0,0.231,0.154,0.077,0.077,0,0,0.231,0,0,0.077,0.308,0
Post Renaissance Art,Romanticism,Pavel Svinyin,Travel by Stagecoach Near Trenton,1812,https://use2-uploads8.wikiart.org/images/pavel-svinyin/travel-by-stagecoach-near-trenton.jpg,https://www.wikiart.org/en/pavel-svinyin/travel-by-stagecoach-near-trenton,https://www.wikiart.org/en/pavel-svinyin,yes,face,1.91,0.091,0,0.182,0,0,0,0.091,0,0.636,0.182,0,0.182,0,0,0,0,0,0,0.455,0
Post Renaissance Art,Neoclassicism,Antoine-Jean Gros,Equestrian Portrait of Joachim Murat,1812,https://use2-uploads8.wikiart.org/00118/images/antoine-jean-gros/equestrian-portrait-of-joachim-murat-1812.jpg,https://www.wikiart.org/en/antoine-jean-gros/equestrian-portrait-of-joachim-murat-1812,https://www.wikiart.org/en/antoine-jean-gros,yes,face,1.7,0,0,0,0.1,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.9,0
Post Renaissance Art,Romanticism,Pavel Svinyin,An Osage Warrior,1812,https://use2-uploads0.wikiart.org/images/pavel-svinyin/an-osage-warrior.jpg,https://www.wikiart.org/en/pavel-svinyin/an-osage-warrior,https://www.wikiart.org/en/pavel-svinyin,yes,face,0.85,0,0.154,0.077,0,0.154,0,0.154,0.077,0.231,0,0,0.154,0,0,0.077,0,0,0.077,0.769,0
Post Renaissance Art,Neoclassicism,Jacques-Louis David,Napoleon Bonaparte in his Study at the Tuileries,1812,https://use2-uploads7.wikiart.org/images/jacques-louis-david/napoleon-bonaparte-in-his-study-at-the-tuileries-1812.jpg,https://www.wikiart.org/en/jacques-louis-david/napoleon-bonaparte-in-his-study-at-the-tuileries-1812,https://www.wikiart.org/en/jacques-louis-david,yes,face,1.7,0,0,0.1,0.7,0,0.1,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,0,0,0.5,0
Post Renaissance Art,Romanticism,Pavel Svinyin,Black Methodists Holding a Prayer Meeting,1812,https://use2-uploads7.wikiart.org/images/pavel-svinyin/black-methodists-holding-a-prayer-meeting.jpg,https://www.wikiart.org/en/pavel-svinyin/black-methodists-holding-a-prayer-meeting,https://www.wikiart.org/en/pavel-svinyin,yes,face,1,0,0,0.182,0,0,0.091,0.273,0.091,0.182,0.091,0,0.182,0.091,0,0.182,0,0,0,0.273,0
Post Renaissance Art,Romanticism,Pavel Svinyin,Steamboat Travel on the Hudson River,1812,https://use2-uploads2.wikiart.org/images/pavel-svinyin/steamboat-travel-on-the-hudson-river.jpg,https://www.wikiart.org/en/pavel-svinyin/steamboat-travel-on-the-hudson-river,https://www.wikiart.org/en/pavel-svinyin,yes,body,1,0,0,0.214,0,0.143,0,0,0,0.571,0.214,0.071,0.214,0.071,0,0.071,0,0.071,0.071,0.286,0
